type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
INS	2173	2183	726	1000	0.7496	0.6858	0.7163	75	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	1608	1619	231	854	0.8744	0.6547	0.7488	75	svpop	paragraph	HG00514	nonrep	call	0.5
INV	4	4	0	36	1	0.1	0.1818	75	svpop	paragraph	HG00514	nonrep	call	0.5
Total	3785	3806	957	1890	0.7982	0.6682	0.7274	90	svpop	paragraph	HG00514	nonrep	call	0.5
INS	2173	2183	726	1000	0.7496	0.6858	0.7163	90	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	1608	1619	231	854	0.8744	0.6547	0.7488	90	svpop	paragraph	HG00514	nonrep	call	0.5
INV	4	4	0	36	1	0.1	0.1818	90	svpop	paragraph	HG00514	nonrep	call	0.5
Total	3785	3806	957	1890	0.7982	0.6682	0.7274	99	svpop	paragraph	HG00514	nonrep	call	0.5
INS	2173	2183	726	1000	0.7496	0.6858	0.7163	99	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	1608	1619	231	854	0.8744	0.6547	0.7488	99	svpop	paragraph	HG00514	nonrep	call	0.5
INV	4	4	0	36	1	0.1	0.1818	99	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00514	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00514	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00514	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00514	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00514	nonrep	call	0.5
Total	14435	13839	16250	8358	0.4704	0.6235	0.5362	0	svpop	paragraph	HG00733	all	call	0.5
INS	8874	8546	11631	4283	0.4328	0.6661	0.5247	0	svpop	paragraph	HG00733	all	call	0.5
DEL	5545	5277	4609	4021	0.5461	0.5675	0.5566	0	svpop	paragraph	HG00733	all	call	0.5
INV	16	16	10	54	0.6154	0.2286	0.3334	0	svpop	paragraph	HG00733	all	call	0.5
Total	14435	13839	16212	8358	0.471	0.6235	0.5366	2	svpop	paragraph	HG00733	all	call	0.5
INS	8874	8546	11604	4283	0.4333	0.6661	0.5251	2	svpop	paragraph	HG00733	all	call	0.5
DEL	5545	5277	4598	4021	0.5467	0.5675	0.5569	2	svpop	paragraph	HG00733	all	call	0.5
INV	16	16	10	54	0.6154	0.2286	0.3334	2	svpop	paragraph	HG00733	all	call	0.5
Total	14275	13727	15651	8470	0.477	0.6184	0.5386	3	svpop	paragraph	HG00733	all	call	0.5
INS	8819	8499	11232	4330	0.4398	0.6625	0.5287	3	svpop	paragraph	HG00733	all	call	0.5
DEL	5440	5212	4409	4086	0.5523	0.5606	0.5564	3	svpop	paragraph	HG00733	all	call	0.5
INV	16	16	10	54	0.6154	0.2286	0.3334	3	svpop	paragraph	HG00733	all	call	0.5
Total	13840	13366	14388	8831	0.4903	0.6022	0.5405	4	svpop	paragraph	HG00733	all	call	0.5
INS	8595	8303	10386	4526	0.4528	0.6472	0.5328	4	svpop	paragraph	HG00733	all	call	0.5
DEL	5230	5048	3993	4250	0.5671	0.5429	0.5547	4	svpop	paragraph	HG00733	all	call	0.5
INV	15	15	9	55	0.625	0.2143	0.3192	4	svpop	paragraph	HG00733	all	call	0.5
Total	13023	12720	11902	9477	0.5225	0.5731	0.5466	5	svpop	paragraph	HG00733	all	call	0.5
INS	8105	7891	8634	4938	0.4842	0.6151	0.5419	5	svpop	paragraph	HG00733	all	call	0.5
DEL	4905	4816	3264	4482	0.6004	0.518	0.5562	5	svpop	paragraph	HG00733	all	call	0.5
INV	13	13	4	57	0.7647	0.1857	0.2988	5	svpop	paragraph	HG00733	all	call	0.5
Total	12126	11918	9967	10279	0.5489	0.5369	0.5428	7	svpop	paragraph	HG00733	all	call	0.5
INS	7620	7455	7291	5374	0.511	0.5811	0.5438	7	svpop	paragraph	HG00733	all	call	0.5
DEL	4497	4454	2674	4844	0.6271	0.479	0.5431	7	svpop	paragraph	HG00733	all	call	0.5
INV	9	9	2	61	0.8182	0.1286	0.2223	7	svpop	paragraph	HG00733	all	call	0.5
Total	11183	11082	8190	11115	0.5772	0.4993	0.5354	10	svpop	paragraph	HG00733	all	call	0.5
INS	7098	6993	6056	5836	0.5396	0.5451	0.5423	10	svpop	paragraph	HG00733	all	call	0.5
DEL	4080	4084	2133	5214	0.6567	0.4392	0.5264	10	svpop	paragraph	HG00733	all	call	0.5
INV	5	5	1	65	0.8333	0.0714	0.1315	10	svpop	paragraph	HG00733	all	call	0.5
Total	10805	10730	7631	11467	0.5861	0.4834	0.5298	12	svpop	paragraph	HG00733	all	call	0.5
INS	6892	6804	5676	6025	0.5484	0.5304	0.5392	12	svpop	paragraph	HG00733	all	call	0.5
DEL	3910	3923	1954	5375	0.6668	0.4219	0.5168	12	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	12	svpop	paragraph	HG00733	all	call	0.5
Total	10769	10695	7555	11502	0.5877	0.4818	0.5295	14	svpop	paragraph	HG00733	all	call	0.5
INS	6878	6790	5637	6039	0.5496	0.5293	0.5393	14	svpop	paragraph	HG00733	all	call	0.5
DEL	3888	3902	1917	5396	0.6698	0.4197	0.516	14	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	14	svpop	paragraph	HG00733	all	call	0.5
Total	10581	10531	7236	11666	0.5939	0.4744	0.5275	21	svpop	paragraph	HG00733	all	call	0.5
INS	6775	6704	5430	6125	0.5551	0.5226	0.5384	21	svpop	paragraph	HG00733	all	call	0.5
DEL	3803	3824	1805	5474	0.6781	0.4113	0.512	21	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	21	svpop	paragraph	HG00733	all	call	0.5
Total	10567	10515	7206	11682	0.5946	0.4737	0.5273	27	svpop	paragraph	HG00733	all	call	0.5
INS	6766	6694	5410	6135	0.5557	0.5218	0.5382	27	svpop	paragraph	HG00733	all	call	0.5
DEL	3798	3818	1795	5480	0.6791	0.4106	0.5118	27	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	27	svpop	paragraph	HG00733	all	call	0.5
Total	10565	10513	7200	11684	0.5947	0.4736	0.5273	35	svpop	paragraph	HG00733	all	call	0.5
INS	6764	6692	5404	6137	0.5559	0.5216	0.5382	35	svpop	paragraph	HG00733	all	call	0.5
DEL	3798	3818	1795	5480	0.6791	0.4106	0.5118	35	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	35	svpop	paragraph	HG00733	all	call	0.5
Total	10565	10512	7199	11685	0.5947	0.4736	0.5273	45	svpop	paragraph	HG00733	all	call	0.5
INS	6764	6692	5404	6137	0.5559	0.5216	0.5382	45	svpop	paragraph	HG00733	all	call	0.5
DEL	3798	3817	1794	5481	0.6792	0.4105	0.5117	45	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	45	svpop	paragraph	HG00733	all	call	0.5
Total	10565	10512	7199	11685	0.5947	0.4736	0.5273	50	svpop	paragraph	HG00733	all	call	0.5
INS	6764	6692	5404	6137	0.5559	0.5216	0.5382	50	svpop	paragraph	HG00733	all	call	0.5
DEL	3798	3817	1794	5481	0.6792	0.4105	0.5117	50	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	50	svpop	paragraph	HG00733	all	call	0.5
Total	10565	10512	7199	11685	0.5947	0.4736	0.5273	60	svpop	paragraph	HG00733	all	call	0.5
INS	6764	6692	5404	6137	0.5559	0.5216	0.5382	60	svpop	paragraph	HG00733	all	call	0.5
DEL	3798	3817	1794	5481	0.6792	0.4105	0.5117	60	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	60	svpop	paragraph	HG00733	all	call	0.5
Total	10565	10512	7199	11685	0.5947	0.4736	0.5273	75	svpop	paragraph	HG00733	all	call	0.5
INS	6764	6692	5404	6137	0.5559	0.5216	0.5382	75	svpop	paragraph	HG00733	all	call	0.5
DEL	3798	3817	1794	5481	0.6792	0.4105	0.5117	75	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	75	svpop	paragraph	HG00733	all	call	0.5
Total	10565	10512	7199	11685	0.5947	0.4736	0.5273	90	svpop	paragraph	HG00733	all	call	0.5
INS	6764	6692	5404	6137	0.5559	0.5216	0.5382	90	svpop	paragraph	HG00733	all	call	0.5
DEL	3798	3817	1794	5481	0.6792	0.4105	0.5117	90	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	90	svpop	paragraph	HG00733	all	call	0.5
Total	10565	10512	7199	11685	0.5947	0.4736	0.5273	99	svpop	paragraph	HG00733	all	call	0.5
INS	6764	6692	5404	6137	0.5559	0.5216	0.5382	99	svpop	paragraph	HG00733	all	call	0.5
DEL	3798	3817	1794	5481	0.6792	0.4105	0.5117	99	svpop	paragraph	HG00733	all	call	0.5
INV	3	3	1	67	0.75	0.0429	0.0812	99	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00733	all	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00733	all	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00733	all	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00733	all	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00733	all	call	0.5
Total	4534	4563	1463	957	0.756	0.8266	0.7897	0	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2514	2510	1119	614	0.692	0.8035	0.7436	0	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	2007	2040	338	312	0.8559	0.8673	0.8616	0	svpop	paragraph	HG00733	nonrep	call	0.5
INV	13	13	6	31	0.6842	0.2955	0.4127	0	svpop	paragraph	HG00733	nonrep	call	0.5
Total	4534	4563	1462	957	0.7562	0.8266	0.7898	2	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2514	2510	1118	614	0.6922	0.8035	0.7437	2	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	2007	2040	338	312	0.8559	0.8673	0.8616	2	svpop	paragraph	HG00733	nonrep	call	0.5
INV	13	13	6	31	0.6842	0.2955	0.4127	2	svpop	paragraph	HG00733	nonrep	call	0.5
Total	4529	4558	1450	962	0.7575	0.8257	0.7901	3	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2513	2509	1110	615	0.6936	0.8031	0.7443	3	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	2003	2036	334	316	0.8571	0.8656	0.8613	3	svpop	paragraph	HG00733	nonrep	call	0.5
INV	13	13	6	31	0.6842	0.2955	0.4127	3	svpop	paragraph	HG00733	nonrep	call	0.5
Total	4458	4486	1405	1034	0.7604	0.8127	0.7857	4	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2476	2473	1075	651	0.6973	0.7916	0.7415	4	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1970	2001	324	351	0.8588	0.8508	0.8548	4	svpop	paragraph	HG00733	nonrep	call	0.5
INV	12	12	6	32	0.6667	0.2727	0.3871	4	svpop	paragraph	HG00733	nonrep	call	0.5
Total	4325	4383	1306	1137	0.7681	0.794	0.7808	5	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2403	2415	998	709	0.7066	0.773	0.7383	5	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1912	1958	304	394	0.8628	0.8325	0.8474	5	svpop	paragraph	HG00733	nonrep	call	0.5
INV	10	10	4	34	0.7143	0.2273	0.3449	5	svpop	paragraph	HG00733	nonrep	call	0.5
Total	4084	4146	1208	1374	0.7717	0.7511	0.7613	7	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2294	2313	932	811	0.7111	0.7404	0.7255	7	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1782	1825	274	527	0.8667	0.7759	0.8188	7	svpop	paragraph	HG00733	nonrep	call	0.5
INV	8	8	2	36	0.8	0.1818	0.2963	7	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3862	3927	1099	1593	0.7785	0.7114	0.7434	10	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2205	2225	846	899	0.7227	0.7122	0.7174	10	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1652	1697	252	655	0.8676	0.7215	0.7878	10	svpop	paragraph	HG00733	nonrep	call	0.5
INV	5	5	1	39	0.8333	0.1136	0.1999	10	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3741	3806	1069	1714	0.7778	0.6895	0.731	12	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2132	2152	823	972	0.7215	0.6889	0.7048	12	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1606	1651	245	701	0.8676	0.702	0.7761	12	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	12	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3736	3801	1069	1719	0.7775	0.6886	0.7304	14	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2129	2149	823	975	0.7212	0.6879	0.7042	14	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1604	1649	245	703	0.8675	0.7011	0.7755	14	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	14	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	21	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	21	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	21	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	21	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	27	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	27	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	27	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	27	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	35	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	35	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	35	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	35	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	45	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	45	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	45	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	45	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	50	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	50	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	50	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	50	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	60	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	60	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	60	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	60	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	75	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	75	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	75	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	75	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	90	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	90	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	90	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	90	svpop	paragraph	HG00733	nonrep	call	0.5
Total	3707	3773	1059	1747	0.7778	0.6835	0.7276	99	svpop	paragraph	HG00733	nonrep	call	0.5
INS	2108	2129	814	995	0.7214	0.6815	0.7009	99	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	1596	1641	244	711	0.8674	0.6977	0.7733	99	svpop	paragraph	HG00733	nonrep	call	0.5
INV	3	3	1	41	0.75	0.0682	0.125	99	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	110	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	133	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	167	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	180	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	250	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	350	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	450	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	550	svpop	paragraph	HG00733	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00733	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00733	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00733	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	650	svpop	paragraph	HG00733	nonrep	call	0.5
Total	15917	15395	15946	10184	0.4995	0.6019	0.5459	0	svpop	paragraph	NA19240	all	call	0.5
INS	9592	9288	11324	5460	0.4586	0.6298	0.5307	0	svpop	paragraph	NA19240	all	call	0.5
DEL	6309	6091	4613	4675	0.5776	0.5658	0.5716	0	svpop	paragraph	NA19240	all	call	0.5
