type	size	FN	FP	TP	TP.baseline	precision	recall	F1	exp	method	sample	region	eval	min.cov
DEL	(300,400]	16	96	854	853	0.8989	0.9816	0.9384	svpop	vgsub	HG00733	nonrep	call	0.5
DEL	(400,600]	14	17	84	85	0.8317	0.8586	0.8449	svpop	vgsub	HG00733	nonrep	call	0.5
DEL	(5e+03,Inf]	20	11	118	118	0.9147	0.8551	0.8839	svpop	vgsub	HG00733	nonrep	call	0.5
DEL	(600,800]	10	8	47	47	0.8545	0.8246	0.8393	svpop	vgsub	HG00733	nonrep	call	0.5
DEL	(800,1e+03]	13	4	61	62	0.9385	0.8267	0.8791	svpop	vgsub	HG00733	nonrep	call	0.5
DEL	[50,100]	92	103	219	257	0.6801	0.7364	0.7071	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(100,200]	95	183	391	403	0.6812	0.8092	0.7397	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(1e+03,2.5e+03]	40	32	258	257	0.8897	0.8653	0.8773	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(2.5e+03,5e+03]	42	5	153	152	0.9684	0.7835	0.8662	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(200,300]	81	80	186	185	0.6992	0.6955	0.6973	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(300,400]	86	276	611	607	0.6888	0.8759	0.7712	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(400,600]	30	19	137	136	0.8782	0.8193	0.8477	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(5e+03,Inf]	38	11	94	93	0.8952	0.7099	0.7919	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(600,800]	12	11	129	128	0.9214	0.9143	0.9178	svpop	vgsub	HG00733	nonrep	call	0.5
INS	(800,1e+03]	1	7	97	97	0.9327	0.9898	0.9604	svpop	vgsub	HG00733	nonrep	call	0.5
INS	[50,100]	106	462	508	535	0.5237	0.8346	0.6436	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(100,200]	5	1	0	1	0	0.1667	0	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(1e+03,2.5e+03]	4	0	2	2	1	0.3333	0.5	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(2.5e+03,5e+03]	3	0	0	0	NA	0	NA	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(200,300]	3	1	1	1	0.5	0.25	0.3333	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(300,400]	4	0	0	0	NA	0	NA	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(400,600]	3	0	1	1	1	0.25	0.4	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(5e+03,Inf]	8	1	1	1	0.5	0.1111	0.1818	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(600,800]	0	0	0	0	NA	NA	NA	svpop	vgsub	HG00733	nonrep	call	0.5
INV	(800,1e+03]	5	0	0	0	NA	0	NA	svpop	vgsub	HG00733	nonrep	call	0.5
INV	[50,100]	2	2	2	1	0.5	0.3333	0.4	svpop	vgsub	HG00733	nonrep	call	0.5
DEL	(100,200]	1484	402	794	834	0.6639	0.3598	0.4667	svpop	vgsub	NA19240	all	call	0.5
DEL	(1e+03,2.5e+03]	158	60	338	331	0.8492	0.6769	0.7533	svpop	vgsub	NA19240	all	call	0.5
DEL	(2.5e+03,5e+03]	87	20	196	194	0.9074	0.6904	0.7842	svpop	vgsub	NA19240	all	call	0.5
DEL	(200,300]	469	111	345	355	0.7566	0.4308	0.549	svpop	vgsub	NA19240	all	call	0.5
DEL	(300,400]	280	164	1126	1128	0.8729	0.8011	0.8355	svpop	vgsub	NA19240	all	call	0.5
DEL	(400,600]	177	62	161	162	0.722	0.4779	0.5751	svpop	vgsub	NA19240	all	call	0.5
DEL	(5e+03,Inf]	57	25	163	163	0.867	0.7409	0.799	svpop	vgsub	NA19240	all	call	0.5
DEL	(600,800]	115	25	114	111	0.8201	0.4912	0.6144	svpop	vgsub	NA19240	all	call	0.5
DEL	(800,1e+03]	61	15	83	85	0.8469	0.5822	0.69	svpop	vgsub	NA19240	all	call	0.5
DEL	[50,100]	2580	1494	1855	1935	0.5539	0.4286	0.4833	svpop	vgsub	NA19240	all	call	0.5
INS	(100,200]	1266	1989	2139	2091	0.5182	0.6229	0.5657	svpop	vgsub	NA19240	all	call	0.5
INS	(1e+03,2.5e+03]	248	196	604	595	0.755	0.7058	0.7296	svpop	vgsub	NA19240	all	call	0.5
INS	(2.5e+03,5e+03]	118	80	223	222	0.736	0.6529	0.692	svpop	vgsub	NA19240	all	call	0.5
INS	(200,300]	594	735	916	906	0.5548	0.604	0.5784	svpop	vgsub	NA19240	all	call	0.5
INS	(300,400]	402	644	1143	1135	0.6396	0.7385	0.6855	svpop	vgsub	NA19240	all	call	0.5
INS	(400,600]	300	260	637	624	0.7101	0.6753	0.6923	svpop	vgsub	NA19240	all	call	0.5
INS	(5e+03,Inf]	114	37	137	135	0.7874	0.5422	0.6422	svpop	vgsub	NA19240	all	call	0.5
INS	(600,800]	167	116	399	395	0.7748	0.7028	0.737	svpop	vgsub	NA19240	all	call	0.5
INS	(800,1e+03]	89	72	254	254	0.7791	0.7405	0.7593	svpop	vgsub	NA19240	all	call	0.5
INS	[50,100]	2209	3884	2865	2884	0.4245	0.5663	0.4853	svpop	vgsub	NA19240	all	call	0.5
INV	(100,200]	4	4	0	0	0	0	NA	svpop	vgsub	NA19240	all	call	0.5
INV	(1e+03,2.5e+03]	11	0	2	2	1	0.1538	0.2666	svpop	vgsub	NA19240	all	call	0.5
INV	(2.5e+03,5e+03]	5	0	1	1	1	0.1667	0.2858	svpop	vgsub	NA19240	all	call	0.5
INV	(200,300]	4	1	1	1	0.5	0.2	0.2857	svpop	vgsub	NA19240	all	call	0.5
INV	(300,400]	3	0	0	0	NA	0	NA	svpop	vgsub	NA19240	all	call	0.5
INV	(400,600]	4	0	2	2	1	0.3333	0.5	svpop	vgsub	NA19240	all	call	0.5
INV	(5e+03,Inf]	19	0	1	1	1	0.05	0.0952	svpop	vgsub	NA19240	all	call	0.5
INV	(600,800]	3	0	0	0	NA	0	NA	svpop	vgsub	NA19240	all	call	0.5
INV	(800,1e+03]	2	0	0	0	NA	0	NA	svpop	vgsub	NA19240	all	call	0.5
INV	[50,100]	2	5	1	1	0.1667	0.3333	0.2222	svpop	vgsub	NA19240	all	call	0.5
DEL	(100,200]	59	49	215	241	0.8144	0.8033	0.8088	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(1e+03,2.5e+03]	43	26	226	226	0.8968	0.8401	0.8675	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(2.5e+03,5e+03]	40	5	123	123	0.9609	0.7546	0.8453	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(200,300]	30	19	185	187	0.9069	0.8618	0.8838	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(300,400]	21	118	976	975	0.8921	0.9789	0.9335	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(400,600]	14	13	101	102	0.886	0.8793	0.8826	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(5e+03,Inf]	24	10	125	125	0.9259	0.8389	0.8803	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(600,800]	8	9	74	74	0.8916	0.9024	0.897	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(800,1e+03]	20	7	65	65	0.9028	0.7647	0.828	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	[50,100]	98	92	278	325	0.7514	0.7683	0.7598	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(100,200]	116	196	398	403	0.67	0.7765	0.7193	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(1e+03,2.5e+03]	54	27	316	315	0.9213	0.8537	0.8862	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(2.5e+03,5e+03]	65	7	157	157	0.9573	0.7072	0.8135	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(200,300]	150	97	185	183	0.656	0.5495	0.598	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(300,400]	116	321	667	665	0.6751	0.8515	0.7531	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(400,600]	27	27	153	153	0.85	0.85	0.85	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(5e+03,Inf]	78	9	105	104	0.9211	0.5714	0.7053	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(600,800]	12	13	137	136	0.9133	0.9189	0.9161	svpop	vgsub	NA19240	nonrep	call	0.5
INS	(800,1e+03]	4	11	105	105	0.9052	0.9633	0.9333	svpop	vgsub	NA19240	nonrep	call	0.5
INS	[50,100]	147	471	527	542	0.5281	0.7866	0.6319	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(100,200]	3	1	0	0	0	0	NA	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(1e+03,2.5e+03]	8	0	1	1	1	0.1111	0.2	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(2.5e+03,5e+03]	3	0	1	1	1	0.25	0.4	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(200,300]	4	0	1	1	1	0.2	0.3333	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(300,400]	3	0	0	0	NA	0	NA	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(400,600]	4	0	2	2	1	0.3333	0.5	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(5e+03,Inf]	7	0	0	0	NA	0	NA	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(600,800]	1	0	0	0	NA	0	NA	svpop	vgsub	NA19240	nonrep	call	0.5
INV	(800,1e+03]	2	0	0	0	NA	0	NA	svpop	vgsub	NA19240	nonrep	call	0.5
INV	[50,100]	2	4	1	1	0.2	0.3333	0.25	svpop	vgsub	NA19240	nonrep	call	0.5
DEL	(100,200]	373	68	665	665	0.9072	0.6407	0.751	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(1e+03,2.5e+03]	62	4	200	200	0.9804	0.7634	0.8584	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(2.5e+03,5e+03]	30	1	101	101	0.9902	0.771	0.867	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(200,300]	117	16	239	239	0.9373	0.6713	0.7823	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(300,400]	177	16	686	686	0.9772	0.7949	0.8767	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(400,600]	50	1	99	99	0.99	0.6644	0.7952	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(5e+03,Inf]	42	0	88	88	1	0.6769	0.8073	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(600,800]	49	6	57	57	0.9048	0.5377	0.6745	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(800,1e+03]	26	1	51	51	0.9808	0.6623	0.7907	chmpd	smrtsv	chmpd	all	call	0.9
DEL	[50,100]	675	125	1457	1457	0.921	0.6834	0.7846	chmpd	smrtsv	chmpd	all	call	0.9
INS	(100,200]	453	78	950	949	0.9241	0.6769	0.7814	chmpd	smrtsv	chmpd	all	call	0.9
INS	(1e+03,2.5e+03]	172	9	316	316	0.9723	0.6475	0.7773	chmpd	smrtsv	chmpd	all	call	0.9
INS	(2.5e+03,5e+03]	93	3	136	136	0.9784	0.5939	0.7391	chmpd	smrtsv	chmpd	all	call	0.9
INS	(200,300]	197	34	388	388	0.9194	0.6632	0.7706	chmpd	smrtsv	chmpd	all	call	0.9
INS	(300,400]	275	22	735	735	0.9709	0.7277	0.8319	chmpd	smrtsv	chmpd	all	call	0.9
INS	(400,600]	153	14	282	282	0.9527	0.6483	0.7716	chmpd	smrtsv	chmpd	all	call	0.9
INS	(5e+03,Inf]	77	4	60	60	0.9375	0.438	0.5971	chmpd	smrtsv	chmpd	all	call	0.9
INS	(600,800]	100	10	197	197	0.9517	0.6633	0.7817	chmpd	smrtsv	chmpd	all	call	0.9
INS	(800,1e+03]	50	3	124	124	0.9764	0.7126	0.8239	chmpd	smrtsv	chmpd	all	call	0.9
INS	[50,100]	780	188	1730	1729	0.902	0.6891	0.7813	chmpd	smrtsv	chmpd	all	call	0.9
DEL	(100,200]	464	158	571	571	0.7833	0.5517	0.6474	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(1e+03,2.5e+03]	68	10	194	194	0.951	0.7405	0.8327	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(2.5e+03,5e+03]	31	2	100	100	0.9804	0.7634	0.8584	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(200,300]	134	33	225	224	0.8721	0.6257	0.7286	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(300,400]	202	40	662	662	0.943	0.7662	0.8455	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(400,600]	55	6	94	94	0.94	0.6309	0.755	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(5e+03,Inf]	43	1	87	87	0.9886	0.6692	0.7981	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(600,800]	52	9	54	54	0.8571	0.5094	0.639	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(800,1e+03]	28	3	49	49	0.9423	0.6364	0.7597	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	[50,100]	869	322	1256	1256	0.7959	0.5911	0.6784	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(100,200]	606	232	795	796	0.7741	0.5678	0.6551	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(1e+03,2.5e+03]	191	28	297	297	0.9138	0.6086	0.7306	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(2.5e+03,5e+03]	103	13	126	126	0.9065	0.5502	0.6848	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(200,300]	262	100	323	323	0.7636	0.5521	0.6409	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(300,400]	306	53	704	704	0.93	0.697	0.7968	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(400,600]	189	50	245	246	0.8305	0.5655	0.6728	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(5e+03,Inf]	82	9	55	55	0.8594	0.4015	0.5473	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(600,800]	112	22	185	185	0.8937	0.6229	0.7341	chmpd	smrtsv	chmpd	all	geno	0.9
INS	(800,1e+03]	57	10	117	117	0.9213	0.6724	0.7774	chmpd	smrtsv	chmpd	all	geno	0.9
INS	[50,100]	1089	496	1420	1420	0.7411	0.566	0.6418	chmpd	smrtsv	chmpd	all	geno	0.9
DEL	(100,200]	23	5	151	151	0.9679	0.8678	0.9151	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	24	2	153	153	0.9871	0.8644	0.9217	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	11	1	59	59	0.9833	0.8429	0.9077	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(200,300]	17	2	110	110	0.9821	0.8661	0.9205	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(300,400]	83	4	574	574	0.9931	0.8737	0.9296	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(400,600]	8	0	57	57	1	0.8769	0.9344	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(5e+03,Inf]	22	0	73	73	1	0.7684	0.869	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(600,800]	10	1	30	30	0.9677	0.75	0.8451	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(800,1e+03]	7	0	40	40	1	0.8511	0.9196	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	[50,100]	44	3	181	181	0.9837	0.8044	0.8851	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(100,200]	77	8	305	295	0.9744	0.793	0.8744	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(1e+03,2.5e+03]	77	1	164	164	0.9939	0.6805	0.8079	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(2.5e+03,5e+03]	49	3	97	96	0.97	0.6621	0.787	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(200,300]	48	1	140	134	0.9929	0.7363	0.8456	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(300,400]	153	8	561	562	0.9859	0.786	0.8747	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(400,600]	40	1	107	108	0.9907	0.7297	0.8404	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(5e+03,Inf]	48	3	42	42	0.9333	0.4667	0.6222	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(600,800]	40	1	68	66	0.9855	0.6226	0.7631	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	(800,1e+03]	21	0	56	55	1	0.7237	0.8397	chmpd	smrtsv	chmpd	nonrep	call	0.9
INS	[50,100]	130	26	496	472	0.9502	0.7841	0.8592	chmpd	smrtsv	chmpd	nonrep	call	0.9
DEL	(100,200]	25	7	147	147	0.9545	0.8547	0.9018	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(1e+03,2.5e+03]	28	6	149	149	0.9613	0.8418	0.8976	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(2.5e+03,5e+03]	11	1	59	59	0.9833	0.8429	0.9077	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(200,300]	20	5	109	109	0.9561	0.845	0.8971	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(300,400]	90	11	567	567	0.981	0.863	0.9182	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(400,600]	9	1	56	56	0.9825	0.8615	0.918	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(5e+03,Inf]	23	1	72	72	0.9863	0.7579	0.8571	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(600,800]	11	2	29	29	0.9355	0.725	0.8169	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(800,1e+03]	7	0	40	40	1	0.8511	0.9196	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	[50,100]	46	5	176	176	0.9724	0.7928	0.8735	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(100,200]	101	33	280	271	0.8946	0.7285	0.8031	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(1e+03,2.5e+03]	81	5	160	160	0.9697	0.6639	0.7882	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(2.5e+03,5e+03]	51	5	95	94	0.95	0.6483	0.7707	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(200,300]	55	10	131	127	0.9291	0.6978	0.797	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(300,400]	159	14	555	556	0.9754	0.7776	0.8653	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(400,600]	47	8	100	101	0.9259	0.6824	0.7857	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(5e+03,Inf]	50	5	40	40	0.8889	0.4444	0.5926	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(600,800]	44	5	64	62	0.9275	0.5849	0.7174	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	(800,1e+03]	23	2	54	53	0.9643	0.6974	0.8094	chmpd	smrtsv	chmpd	nonrep	geno	0.9
INS	[50,100]	157	59	463	445	0.887	0.7392	0.8064	chmpd	smrtsv	chmpd	nonrep	geno	0.9
DEL	(100,200]	276	68	762	762	0.9181	0.7341	0.8159	chmpd	vg	chmpd	all	call	0.9
DEL	(1e+03,2.5e+03]	50	5	212	212	0.977	0.8092	0.8852	chmpd	vg	chmpd	all	call	0.9
DEL	(2.5e+03,5e+03]	25	1	106	106	0.9907	0.8092	0.8908	chmpd	vg	chmpd	all	call	0.9
DEL	(200,300]	80	21	276	276	0.9293	0.7753	0.8453	chmpd	vg	chmpd	all	call	0.9
DEL	(300,400]	85	19	778	778	0.9762	0.9015	0.9374	chmpd	vg	chmpd	all	call	0.9
DEL	(400,600]	32	5	117	117	0.959	0.7852	0.8634	chmpd	vg	chmpd	all	call	0.9
DEL	(5e+03,Inf]	20	2	110	110	0.9821	0.8462	0.9091	chmpd	vg	chmpd	all	call	0.9
DEL	(600,800]	40	2	66	66	0.9706	0.6226	0.7586	chmpd	vg	chmpd	all	call	0.9
DEL	(800,1e+03]	25	1	52	52	0.9811	0.6753	0.8	chmpd	vg	chmpd	all	call	0.9
DEL	[50,100]	474	131	1658	1658	0.9268	0.7777	0.8457	chmpd	vg	chmpd	all	call	0.9
INS	(100,200]	137	106	1266	1265	0.9227	0.9023	0.9124	chmpd	vg	chmpd	all	call	0.9
INS	(1e+03,2.5e+03]	40	19	448	448	0.9593	0.918	0.9382	chmpd	vg	chmpd	all	call	0.9
INS	(2.5e+03,5e+03]	47	4	182	182	0.9785	0.7948	0.8771	chmpd	vg	chmpd	all	call	0.9
INS	(200,300]	54	33	531	531	0.9415	0.9077	0.9243	chmpd	vg	chmpd	all	call	0.9
INS	(300,400]	62	17	948	948	0.9824	0.9386	0.96	chmpd	vg	chmpd	all	call	0.9
INS	(400,600]	27	15	408	408	0.9645	0.9379	0.951	chmpd	vg	chmpd	all	call	0.9
INS	(5e+03,Inf]	35	12	102	102	0.8947	0.7445	0.8127	chmpd	vg	chmpd	all	call	0.9
INS	(600,800]	14	5	283	283	0.9826	0.9529	0.9675	chmpd	vg	chmpd	all	call	0.9
INS	(800,1e+03]	12	7	162	162	0.9586	0.931	0.9446	chmpd	vg	chmpd	all	call	0.9
INS	[50,100]	188	300	2323	2321	0.8856	0.9251	0.9049	chmpd	vg	chmpd	all	call	0.9
DEL	(100,200]	435	228	600	600	0.7246	0.5797	0.6441	chmpd	vg	chmpd	all	geno	0.9
DEL	(1e+03,2.5e+03]	57	12	205	205	0.9447	0.7824	0.8559	chmpd	vg	chmpd	all	geno	0.9
DEL	(2.5e+03,5e+03]	30	6	101	101	0.9439	0.771	0.8487	chmpd	vg	chmpd	all	geno	0.9
DEL	(200,300]	127	67	231	231	0.7752	0.6453	0.7043	chmpd	vg	chmpd	all	geno	0.9
DEL	(300,400]	120	53	744	744	0.9335	0.8611	0.8958	chmpd	vg	chmpd	all	geno	0.9
DEL	(400,600]	45	18	104	104	0.8525	0.698	0.7676	chmpd	vg	chmpd	all	geno	0.9
DEL	(5e+03,Inf]	37	19	93	93	0.8304	0.7154	0.7686	chmpd	vg	chmpd	all	geno	0.9
DEL	(600,800]	46	8	60	60	0.8824	0.566	0.6896	chmpd	vg	chmpd	all	geno	0.9
DEL	(800,1e+03]	28	4	49	49	0.9245	0.6364	0.7539	chmpd	vg	chmpd	all	geno	0.9
DEL	[50,100]	938	598	1188	1187	0.6652	0.5586	0.6073	chmpd	vg	chmpd	all	geno	0.9
INS	(100,200]	387	356	1015	1015	0.7403	0.724	0.7321	chmpd	vg	chmpd	all	geno	0.9
INS	(1e+03,2.5e+03]	98	77	390	390	0.8351	0.7992	0.8168	chmpd	vg	chmpd	all	geno	0.9
INS	(2.5e+03,5e+03]	63	20	166	166	0.8925	0.7249	0.8	chmpd	vg	chmpd	all	geno	0.9
INS	(200,300]	136	116	449	449	0.7947	0.7675	0.7809	chmpd	vg	chmpd	all	geno	0.9
INS	(300,400]	138	93	872	872	0.9036	0.8634	0.883	chmpd	vg	chmpd	all	geno	0.9
INS	(400,600]	77	64	357	358	0.848	0.823	0.8353	chmpd	vg	chmpd	all	geno	0.9
INS	(5e+03,Inf]	52	29	85	85	0.7456	0.6204	0.6773	chmpd	vg	chmpd	all	geno	0.9
INS	(600,800]	46	38	251	251	0.8685	0.8451	0.8566	chmpd	vg	chmpd	all	geno	0.9
INS	(800,1e+03]	31	26	143	143	0.8462	0.8218	0.8338	chmpd	vg	chmpd	all	geno	0.9
INS	[50,100]	622	735	1886	1887	0.7196	0.7521	0.7355	chmpd	vg	chmpd	all	geno	0.9
DEL	(100,200]	17	1	157	157	0.9937	0.9023	0.9458	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(1e+03,2.5e+03]	20	0	157	157	1	0.887	0.9401	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(2.5e+03,5e+03]	7	0	63	63	1	0.9	0.9474	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(200,300]	10	1	117	117	0.9915	0.9213	0.9551	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(300,400]	4	8	653	653	0.9879	0.9939	0.9909	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(400,600]	2	0	63	63	1	0.9692	0.9844	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(5e+03,Inf]	9	1	86	86	0.9885	0.9053	0.9451	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(600,800]	6	0	34	34	1	0.85	0.9189	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(800,1e+03]	7	0	40	40	1	0.8511	0.9196	chmpd	vg	chmpd	nonrep	call	0.9
DEL	[50,100]	35	0	190	190	1	0.8444	0.9156	chmpd	vg	chmpd	nonrep	call	0.9
INS	(100,200]	7	17	380	365	0.9572	0.9812	0.9691	chmpd	vg	chmpd	nonrep	call	0.9
INS	(1e+03,2.5e+03]	12	2	230	229	0.9914	0.9502	0.9704	chmpd	vg	chmpd	nonrep	call	0.9
INS	(2.5e+03,5e+03]	19	0	127	126	1	0.869	0.9299	chmpd	vg	chmpd	nonrep	call	0.9
INS	(200,300]	2	2	190	180	0.9896	0.989	0.9893	chmpd	vg	chmpd	nonrep	call	0.9
INS	(300,400]	24	3	690	691	0.9957	0.9664	0.9808	chmpd	vg	chmpd	nonrep	call	0.9
INS	(400,600]	1	0	147	147	1	0.9932	0.9966	chmpd	vg	chmpd	nonrep	call	0.9
INS	(5e+03,Inf]	16	6	74	74	0.925	0.8222	0.8706	chmpd	vg	chmpd	nonrep	call	0.9
INS	(600,800]	2	1	107	104	0.9907	0.9811	0.9859	chmpd	vg	chmpd	nonrep	call	0.9
INS	(800,1e+03]	1	0	76	75	1	0.9868	0.9934	chmpd	vg	chmpd	nonrep	call	0.9
INS	[50,100]	28	38	620	574	0.9422	0.9535	0.9478	chmpd	vg	chmpd	nonrep	call	0.9
DEL	(100,200]	19	3	153	153	0.9808	0.8895	0.9329	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	(1e+03,2.5e+03]	25	5	152	152	0.9682	0.8588	0.9102	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	(2.5e+03,5e+03]	7	0	63	63	1	0.9	0.9474	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	(200,300]	13	3	116	116	0.9748	0.8992	0.9355	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	(300,400]	24	28	633	633	0.9576	0.9635	0.9605	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	(400,600]	5	3	60	60	0.9524	0.9231	0.9375	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	(5e+03,Inf]	23	15	72	72	0.8276	0.7579	0.7912	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	(600,800]	6	0	34	34	1	0.85	0.9189	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	(800,1e+03]	8	1	39	39	0.975	0.8298	0.8966	chmpd	vg	chmpd	nonrep	geno	0.9
DEL	[50,100]	36	2	186	186	0.9894	0.8378	0.9073	chmpd	vg	chmpd	nonrep	geno	0.9
INS	(100,200]	56	69	328	316	0.8262	0.8495	0.8377	chmpd	vg	chmpd	nonrep	geno	0.9
INS	(1e+03,2.5e+03]	26	16	216	215	0.931	0.8921	0.9111	chmpd	vg	chmpd	nonrep	geno	0.9
INS	(2.5e+03,5e+03]	21	2	125	124	0.9843	0.8552	0.9152	chmpd	vg	chmpd	nonrep	geno	0.9
